id,company_name,website,prior_status,prior_score,prior_category,new_score,recommended_category,outreach_tone,reasoning,suggested_status
"382","1ST AMERICAN IMTS LLC","","disqualified","2","sales","4","relationship_building","soft exploratory touch","Generic name '1st American IMTS' lacks clear government-contracting or security signal; database registration and contact Ryan Nicolas alone insufficient to qualify as near-term buyer.","qualified"
"383","JONY LLC","","disqualified","2","sales","3","relationship_building","soft exploratory touch","Name 'JONY' is too generic with no defense or compliance angle evident; database membership and contact Yvette Mcduffey present, but name and lack of signals suggest low fit.","disqualified"
"384","INVSATEK LLC","","disqualified","3","sales","6","sales","warm intro, VOSB angle","VOSB/SDVOSB status confirms government vendor; named contact Charles Ongele and database registration present; org type unknown but veteran certification suggests government subcontractor alignment.","qualified"
"385","THINK TANK, INCORPORATED","","disqualified","2","sales","3","relationship_building","soft exploratory touch","WOSB designation present but name 'Think Tank' suggests consulting/research rather than IT/compliance focus; contact Anju Kaur and database membership alone insufficient without defense signals.","disqualified"
"386","STEVE B HAWKINS","","disqualified","2","sales","2","relationship_building","soft exploratory touch","Company name appears to be an individual 'Steve B Hawkins' rather than entity; no org type, size, or defense signal; contact present but sole proprietor status makes CMMC/Sentinel fit unclear.","disqualified"
"388","RYE TECH INC","","disqualified","3","sales","5","sales","warm intro, HUBZone/IT services angle","HUBZone certification confirms government contractor status; name 'Rye Tech' suggests IT/tech focus; registered vendor with contact AKM Khan present, justifying light sales outreach.","qualified"
"389","DYNAMIC TECHNOLOGY GROUP INC","","disqualified","2","sales","4","relationship_building","soft exploratory touch","Generic name 'Dynamic Technology Group' could fit tech/IT space; database membership and contact Terrence Porter present, but no certification or specific defense indicator to elevate priority.","qualified"
"390","APEX IT SERVICES, LLC","","disqualified","3","sales","5","sales","warm intro, IT services/WOSB angle","WOSB status confirms government vendor; name 'Apex IT Services' directly signals IT/compliance relevance; contact Deepika Soma and database registration justify warm sales outreach.","qualified"
"391","EXECUTIVE MANAGEMENT SERVICES, LLC","","disqualified","2","sales","5","sales","warm intro, VOSB management services angle","VOSB/SDVOSB status confirms government vendor; 'Executive Management Services' could cover compliance/administration roles relevant to CMMC; contact Michael Banks present.","qualified"
"392","ALLIANCE GLOBAL GROUP LLC","","disqualified","3","sales","6","sales","warm intro, VOSB/global services angle","VOSB/SDVOSB status confirms government vendor; 'Alliance Global Group' suggests broader services alignment; named contact Conrad Ferrer and database registration justify sales outreach.","qualified"
"393","WATSON MANAGEMENT CORP","","disqualified","2","sales","3","relationship_building","soft exploratory touch","Name 'Watson Management' suggests management consulting without clear IT/security focus; database membership and contact Ronald Watson present, but insufficient defense signals.","disqualified"
"394","DATATECH SOLUTIONS LLC","","disqualified","2","sales","5","sales","direct compliance/tech pitch","Name 'Datatech Solutions' signals IT/data focus relevant to CMMC; registered government vendor with contact Darrell Sampson; name alone justifies warm sales exploration.","qualified"
"395","CLEARINFO, LLC","","disqualified","2","sales","4","relationship_building","soft exploratory touch","Name 'ClearInfo' hints at IT/information services; database registration and contact Chris Robins present, but generic name and no certification makes fit unclear.","qualified"
"396","CARTER ENTERPRISE SOLUTIONS LLC","","disqualified","2","sales","5","sales","warm intro, 8(a)/WOSB/EDWOSB angle","8(a), WOSB, and EDWOSB certifications confirm strong government contractor status; 'Carter Enterprise Solutions' suggests general services; contact Nicole Brown and multiple certifications justify outreach.","qualified"
"397","HENNICE INC","","disqualified","1","sales","3","relationship_building","soft exploratory touch","Generic name 'Hennice' with no defense or IT signal evident; database membership and contact Niyi Herbert alone insufficient to prioritize as prospect.","disqualified"
"398","BRANCH CONSULTING, LLC","","disqualified","2","sales","4","relationship_building","soft exploratory touch","Name 'Branch Consulting' suggests consulting but no clear CMMC/compliance focus; database registration and contact Daryl Branch present, but lacks specific defense signals.","qualified"
"399","HALCYON DAYS CONSULTING LLC","","disqualified","3","sales","4","relationship_building","soft exploratory touch","Name 'Halcyon Days Consulting' suggests general consulting without visible IT/compliance focus; database membership and contact Kyle Miracle present, but insufficient defense-sector indicators.","qualified"
"400","RADIX INTERNATIONAL CONSULTING LLC","","disqualified","3","sales","6","sales","direct compliance pitch","8(a) certification is a strong defense-contracting signal; named contact Rave Raman with contact method enables direct outreach despite missing employee count and CMMC level data.","qualified"
"401","ALTUS TECHNICAL SOLUTIONS LLC","","disqualified","3","sales","5","relationship_building","warm intro, no hard ask","Named contact David Brashear is reachable, but unknown org type and missing CMMC indicators mean we need to learn more before pitching compliance solutions.","qualified"
"402","APPLIED INTEGRATED TECHNOLOGIES, INC.","","disqualified","2","sales","4","relationship_building","warm intro, no hard ask","Government contractor registry membership is a positive baseline, but lack of org type clarity and no defense hints in the name require exploratory conversation first.","qualified"
"403","ADJILENT LLC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB/SDVOSB designation strongly suggests defense contracting; named contact Christopher Bell is reachable for a compliance-focused conversation.","qualified"
"404","SPARKWORKS LLC","","disqualified","3","sales","4","relationship_building","warm intro, no hard ask","WOSB Pending status is weak defense signal; Jean Taylor is a contact but without org type or CMMC context, soft outreach is more appropriate.","qualified"
"405","REDD SOLUTIONS LLC","","disqualified","2","sales","6","sales","direct compliance pitch","8(a), WOSB, and EDWOSB designations indicate likely defense contracting; named contact Syreeta Johnson with contact method supports direct outreach.","qualified"
"406","PISTIS INTEGRATED SOLUTION LLC","","disqualified","3","sales","4","relationship_building","warm intro, no hard ask","Named contact Christian Ononiwu is available, but unknown org type and no defense indicators mean exploratory conversation is the right first step.","qualified"
"408","DELANEY ADVANTAGE TECHNOLOGIES L.L.C.","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB/SDVOSB status suggests defense involvement; reachable contact Cevon Wallace makes this a viable sales prospect despite missing employee and CMMC data.","qualified"
"409","ELEVI ASSOCIATES, LLC","","disqualified","3","sales","4","relationship_building","warm intro, no hard ask","Only government contractor registry membership and a named contact Philip Puccio are known; no org type or defense signals warrant a softer, exploratory approach.","qualified"
